110.01100110010884, -0.009090909090909066
990.0990099009869, -0.06534090909090906
2970.2970297029715, -0.11306818181818179
3960.3960396039583, -0.13011363636363635
6050.605060506052, -0.1596590909090909
8030.803080308033, -0.18295454545454545
10121.012101210123, -0.20454545454545456
11991.199119911995, -0.22386363636363638
13971.397139713976, -0.2397727272727273
15951.595159515957, -0.2539772727272727
18041.804180418047, -0.2676136363636364
20022.002200220028, -0.2789772727272727
22992.299229922995, -0.29318181818181815
25962.596259625978, -0.30624999999999997
29042.904290429055, -0.3164772727272727
32013.20132013203, -0.3255681818181818
39933.993399339946, -0.3426136363636364
59955.995599559974, -0.3630681818181818
79867.98679867989, -0.36874999999999997
99889.98899889992, -0.3704545454545455
